scheme,settings,corpus,compression speed (MB/s),compression speed standard deviation (MB/s),decompression speed (MB/s),decompression speed standard deviation (MB/s),compression ratio
lzzzz,block / hc / acceleration 1,canterbury large,99.93889217589893,2.0455089060530574,1903.6612684770764,89.77018710310432,2.151800780276095
lzzzz,block / hc / acceleration 1,silesia,113.53122430319569,1.3043009509792622,2636.2022743762805,49.79832887306084,2.529008828929926
lzzzz,block / normal / acceleration 2,canterbury,643.9892971647702,13.763735572982169,3685.1993708274026,647.0178775267808,2.2062807301772698
lzzzz,block / normal / acceleration 2,canterbury large,515.1851802772563,6.85143000851711,2100.7431710298456,20.111841930945666,1.8795547000227881
lzzzz,block / normal / acceleration 2,silesia,709.6568264382006,9.773605226216235,2852.60372108097,100.19249212224479,2.0364035369820335
lzzzz,block / hc / acceleration 2,canterbury,132.6399400789758,2.5724480944826547,3500.8679443726974,496.7930837208158,2.7793825361070623
lzzzz,block / hc / acceleration 2,canterbury large,101.83297263179712,0.8900508116727587,1968.7579798136203,76.39804709776858,2.151800780276095
lzzzz,block / hc / acceleration 2,silesia,113.5966278013148,1.4010932943964798,2649.405770743175,25.3961256545055,2.529008828929926
lzzzz,block / normal / acceleration 4,canterbury,688.0070260733232,31.841320015180568,3591.0613389367813,618.8558101216778,2.0777435936860127
lzzzz,block / normal / acceleration 4,canterbury large,521.9665402429549,9.868975764823332,1962.8391638214086,155.9506353402498,1.7950027762711493
lzzzz,block / normal / acceleration 4,silesia,766.6910133816036,4.451804111839617,2929.3634843517907,31.25376959700432,1.9437668535363606
lzzzz,block / hc / acceleration 4,canterbury,79.38816532428496,0.5254554218397255,3623.1914753393216,541.7406766674015,2.9323168021832884
lzzzz,block / hc / acceleration 4,canterbury large,57.061532460124056,0.42369144743165793,2201.1801235732273,40.79623033238381,2.4251513779780383
lzzzz,block / hc / acceleration 4,silesia,79.94393295704204,1.1124290435411348,2692.913857800181,96.04300383220739,2.6556335218226774
lzzzz,block / normal / acceleration 8,canterbury,799.7093086604158,37.938560368573555,3540.987595566459,594.1281344517454,1.9073089270410146
lzzzz,block / normal / acceleration 8,canterbury large,569.9267680481123,11.343383009586343,1955.2571895316564,113.66668136708698,1.6597754528935795
lzzzz,block / normal / acceleration 8,silesia,867.5064630146147,9.583530045344622,2943.7807231864026,34.540433336135486,1.7986393695075849
lzzzz,block / hc / acceleration 8,canterbury,22.923820346104026,0.3150267852791529,3683.8065666467555,557.6865764714876,2.9991453219447393
lzzzz,block / hc / acceleration 8,canterbury large,9.878443540596457,0.16339693574464803,2382.2273767432284,69.16421531194527,2.792661765434552
lzzzz,block / hc / acceleration 8,silesia,40.50144293332492,0.26136219847806885,2760.331872261774,134.2404622540853,2.7186686443956947
lzzzz,block / normal / acceleration 16,canterbury,1028.2475959724572,16.404147741576917,3920.465184903705,640.50208573608,1.73759818400545
lzzzz,block / normal / acceleration 16,canterbury large,642.595616727327,20.15215684095611,1884.5042790569203,107.99829734928564,1.5066271721212432
lzzzz,block / normal / acceleration 16,silesia,1045.2657304777294,7.514999410480037,3044.2139350278417,53.69321474756278,1.6304632144409141
lzzzz,block / hc / acceleration 16,canterbury,2.688018552643311,0.025960188864119584,3477.505792901206,513.5751004441655,3.0236846606403476
lzzzz,block / hc / acceleration 16,canterbury large,3.8533662298938025,0.031233707606806615,2462.3346325215325,32.556776996375774,2.9617017730429636
lzzzz,block / hc / acceleration 16,silesia,12.069822512731909,0.0549030853798655,2677.303682703163,81.28535639760625,2.7431183915128172
lzzzz,block / normal / acceleration 128,canterbury,2544.5665824412317,163.79555823443067,7716.407858527613,1898.0062260132206,1.268798827794382
lzzzz,block / normal / acceleration 128,canterbury large,1142.0827183163299,23.145850902155587,2515.338196148341,211.7350030156205,1.2267785652048782
lzzzz,block / normal / acceleration 128,silesia,2514.5387601773245,99.32032852904501,4262.908291663429,176.07549270458264,1.2135312492345236
lzzzz,block / hc / acceleration 128,canterbury,2.597807115197102,0.03617640713329794,3388.8376357057327,498.24662766892703,3.0236846606403476
lzzzz,block / hc / acceleration 128,canterbury large,3.7582212640407135,0.03686890601786048,2323.1167664562768,43.394285754472214,2.9617017730429636
lzzzz,block / hc / acceleration 128,silesia,12.133922857986924,0.08067298827918631,2652.520780535478,120.088185908808,2.7431183915128172
lzzzz,block / normal / acceleration 1024,canterbury,10258.25554470586,1567.9105704791057,15420.596332255931,4494.772013213803,1.0744086093844247
lzzzz,block / normal / acceleration 1024,canterbury large,4673.690849718084,381.28959373601487,4340.231210943569,388.75902602686114,0.9964203099528883
lzzzz,block / normal / acceleration 1024,silesia,3881.460125115549,187.50936263789976,4649.538685778478,245.29928717964393,1.0340965442105314
lzzzz,block / hc / acceleration 1024,canterbury,2.6215137451099744,0.03108060834201315,3425.998661027151,550.9059261596386,3.0236846606403476
lzzzz,block / hc / acceleration 1024,canterbury large,3.7137214168438573,0.029626547586707824,2300.5061493029766,83.05322540752483,2.9617017730429636
lzzzz,block / hc / acceleration 1024,silesia,12.018167347375657,0.13200383917068925,2654.518977367775,75.59588335510027,2.7431183915128172
lzzzz,block / normal / acceleration 8192,canterbury,13299.282683694262,3009.19226048347,15765.862023411817,5848.452308719793,1.026306276832614
lzzzz,block / normal / acceleration 8192,canterbury large,4779.191252231437,463.9345369387373,4408.840401959888,153.36933208552315,0.9960963884027934
lzzzz,block / normal / acceleration 8192,silesia,4739.908641179492,136.61803216551266,4885.493262778484,278.40756559445026,0.9994849557359696
lzzzz,block / hc / acceleration 8192,canterbury,2.615551579878865,0.031877510175675375,3330.0144400084537,521.0845309710345,3.0236846606403476
lzzzz,block / hc / acceleration 8192,canterbury large,3.7791601972214948,0.02743817557719238,2281.7634622750015,116.25002991488967,2.9617017730429636
lzzzz,block / hc / acceleration 8192,silesia,12.028901639203962,0.09786144256236003,2683.0028220079043,83.66864090975606,2.7431183915128172
lzzzz,block / normal / acceleration 65535,canterbury,10806.63251412425,2281.9052304994907,12488.390061254111,4439.675494720391,0.9971502229481375
lzzzz,block / normal / acceleration 65535,canterbury large,5107.306456545756,695.3037397375238,4804.056458970787,688.9367615818668,0.9960936321491111
lzzzz,block / normal / acceleration 65535,silesia,6359.71466032046,202.93351290321897,6339.531879329434,421.5364759324713,0.9960937438497179
lzzzz,block / hc / acceleration 65535,canterbury,2.635360053966557,0.017005928278714492,3397.646160132054,509.41952712710855,3.0236846606403476
lzzzz,block / hc / acceleration 65535,canterbury large,3.7368578755199473,0.051835673898879074,2157.5529243689916,221.14148998880924,2.9617017730429636
lzzzz,block / hc / acceleration 65535,silesia,12.029948642287176,0.07328624608323919,2636.484622360351,107.73871938422657,2.7431183915128172
lz4_flex,safe / Block,canterbury,451.5186074144129,30.511635063577447,2617.081941160739,461.28674722344414,2.288520692715415
lz4_flex,safe / Block,canterbury large,354.9847419482249,24.15655425254297,2253.5135655225963,220.32611544915773,1.9240323659334602
lz4_flex,safe / Block,silesia,420.25202241432703,7.580272052164649,2124.028595644954,98.944127445847,2.097079729132742
lz4_flex,safe / Frame,canterbury,391.0550152791179,22.383063026215737,2069.9580590090127,278.13736809079336,2.244128171841093
lz4_flex,safe / Frame,canterbury large,349.8116536184844,14.10564622818527,1629.7444323394745,91.03035042068062,1.8659103916804625
lz4_flex,safe / Frame,silesia,413.04891876444526,9.469772876856576,1770.145986139355,51.61182397925445,2.0364756624057656
lz4_flex,unsafe,canterbury,365.3352691805641,32.95881174800099,2625.5217066282034,528.154111446505,2.288520692715415
lz4_flex,unsafe,canterbury large,335.22876178276886,22.063836260305262,2239.113442408286,248.2278738171094,1.9240323659334602
lz4_flex,unsafe,silesia,407.8949377045794,8.475121001558472,2243.729733799745,69.60139301395073,2.097079729132742
deflate,Fast,canterbury,116.87161155083227,3.25360742104487,,,3.2367872849317183
deflate,Fast,canterbury large,94.85045580257047,4.802455456084906,,,2.721009238937889
deflate,Fast,silesia,100.89795451774089,2.087532355042092,,,2.626566198493865
deflate,Default,canterbury,19.540631553757937,0.22372171847743444,,,3.845889876774294
deflate,Default,canterbury large,11.99883480695804,0.1258987729941595,,,3.427385652531116
deflate,Default,silesia,25.600995937258894,0.3758952696544876,,,3.1126622993149895
deflate,Best,canterbury,5.952323280146369,0.06330261269539718,,,3.819897883605793
deflate,Best,canterbury large,3.543404777621002,0.050651854189998353,,,3.4894885223018686
deflate,Best,silesia,13.029085649274942,0.10850098642171446,,,3.1303390240138964
flate2 (rust),deflate / level 0,canterbury,99.71356709127748,3.9468839518933994,6444.951762501587,1769.1263488446837,0.9998417062430702
flate2 (rust),deflate / level 0,canterbury large,100.08188951367153,2.0664145906705746,4522.98708436383,439.07988595517,0.999842311456019
flate2 (rust),deflate / level 0,silesia,96.34618920000037,2.2865551154091746,4008.800833947673,204.88800937643933,0.9998425027573812
flate2 (rust),zlib / level 0,canterbury,94.4118777543201,5.119836736153296,3473.0273582560862,683.1936526114731,0.9998395722876244
flate2 (rust),zlib / level 0,canterbury large,96.74576275781612,3.4845331888495115,2924.708606693919,169.01797312160082,0.9998417739664955
flate2 (rust),zlib / level 0,silesia,97.02153109106196,1.6573149318328078,2478.240457772497,103.49500378062564,0.9998424744562101
flate2 (rust),gzip / level 0,canterbury,97.12509446873871,3.8403182585969833,4666.0772554832565,653.4981772641883,0.9998353044040599
flate2 (rust),gzip / level 0,canterbury large,96.1666760571661,4.004091751141926,3371.077544644325,469.6906783642465,0.9998406989891823
flate2 (rust),gzip / level 0,silesia,97.11550977110134,2.201873616689589,3146.3591901038712,121.23576059614284,0.9998424178538727
flate2 (rust),deflate / level 1,canterbury,171.32551524326962,9.58071934241296,321.2711268113564,16.34891970157,2.819705548354995
flate2 (rust),deflate / level 1,canterbury large,137.2377127334984,2.72004155743075,247.58885314577356,4.9466865625041825,2.333223636067123
flate2 (rust),deflate / level 1,silesia,167.64533250887334,3.9607917530181767,316.23357427644,6.430418606980417,2.419111763872108
flate2 (rust),zlib / level 1,canterbury,172.5391417596748,2.717848288400227,312.29378831496024,4.545084274328746,2.819688576524665
flate2 (rust),zlib / level 1,canterbury large,137.6675808080862,0.9824728758858903,242.0298366782098,1.6728472090732434,2.3332207090894874
flate2 (rust),zlib / level 1,silesia,165.19704907352855,1.6703426654383147,303.4781647088728,3.637389664005675,2.4191115981986
flate2 (rust),gzip / level 1,canterbury,170.3680710692104,4.366201170640128,313.24824351899343,6.3640413683080155,2.8196546334769184
flate2 (rust),gzip / level 1,canterbury large,138.3328655448488,1.1009579754574002,244.86439712371958,1.1478593917935218,2.333214855156247
flate2 (rust),gzip / level 1,silesia,163.62807211088034,3.776210742535391,306.66092799090336,6.459522233216522,2.419111266851653
flate2 (rust),deflate / level 2,canterbury,119.26804331114852,9.550616848402965,399.95736193775303,18.48073344605365,3.446302939943158
flate2 (rust),deflate / level 2,canterbury large,107.10731116523318,0.6833728512899837,316.2789172614368,1.5725019719932483,2.9719895623994974
flate2 (rust),deflate / level 2,silesia,100.8513853668148,2.137866489735556,371.5843260150597,5.138486146500388,2.839840270040953
flate2 (rust),zlib / level 2,canterbury,117.86700636806637,6.982687909352586,381.7183109600083,4.5510947473397065,3.4462775870524767
flate2 (rust),zlib / level 2,canterbury large,104.53634224151153,1.206260113440541,297.17673897509025,10.95664956890044,2.971984813411411
flate2 (rust),zlib / level 2,silesia,100.20393136416207,1.7105903102497277,353.9342483397695,3.341818560872779,2.839840041728804
flate2 (rust),gzip / level 2,canterbury,122.93096728864178,6.920869882307994,371.9071382853372,47.273631648572334,3.4462268823901563
flate2 (rust),gzip / level 2,canterbury large,103.12447388863703,1.9980326308075123,305.462752071299,2.008510685909117,2.9719753154807687
flate2 (rust),gzip / level 2,silesia,101.54880853591916,1.298139239627054,363.5278121867247,8.280767567446818,2.839839585104616
flate2 (rust),deflate / level 3,canterbury,71.86595895380493,2.549473085939531,452.70913618949976,31.742068571730915,3.569530553516594
flate2 (rust),deflate / level 3,canterbury large,56.169335046608786,0.2737644918711232,388.8322588080243,10.487286841584623,3.2872193987938645
flate2 (rust),deflate / level 3,silesia,65.49443378495087,0.8132350621392992,401.7232931702999,12.742608379986164,3.0160182608506694
flate2 (rust),zlib / level 3,canterbury,66.47348522088073,4.032450482086583,411.37262274083105,17.868639361717307,3.569503355159224
flate2 (rust),zlib / level 3,canterbury large,55.4646129013975,1.5756429426961662,365.4594180492305,18.035382434336466,3.2872135889584557
flate2 (rust),zlib / level 3,silesia,65.05324193462994,1.1204226581768493,380.9662081227749,10.419937058714845,3.0160180033317587
flate2 (rust),gzip / level 3,canterbury,74.11541747314848,3.414516125265502,449.0088072921861,6.481937607212619,3.5694489596879064
flate2 (rust),gzip / level 3,canterbury large,58.32612503716705,0.6424037062113355,390.28109367187153,14.508828511529659,3.287201969349248
flate2 (rust),gzip / level 3,silesia,64.69551742225869,1.319397372554765,391.5044278208585,7.889690883461018,3.0160174882940693
flate2 (rust),deflate / level 4,canterbury,61.90065900866499,2.0553288570597332,432.89802945082215,29.16516807221668,3.720551970614514
flate2 (rust),deflate / level 4,canterbury large,46.520359873533934,1.2465385188794857,357.0134798508163,14.62139818973197,3.274079907101005
flate2 (rust),deflate / level 4,silesia,58.840067011100366,1.1167898101080236,404.4898133484233,12.18253722536347,3.0397121097683915
flate2 (rust),zlib / level 4,canterbury,62.979857581781715,1.3970811246902022,424.1638126447687,9.335079772685313,3.720522422139008
flate2 (rust),zlib / level 4,canterbury large,46.434521508188894,2.3796745624407323,345.6863426695034,12.18841260765492,3.274074143618237
flate2 (rust),zlib / level 4,silesia,58.69785056160215,0.6111870841399853,388.3591001992744,8.217756166958104,3.0397118481874488
flate2 (rust),gzip / level 4,canterbury,64.89241253235318,1.1559258652746274,423.4070112778738,42.257702497094584,3.7204633265960108
flate2 (rust),gzip / level 4,canterbury large,48.90802037525376,0.425744692729696,362.44643610724916,11.058285590741113,3.2740626167135747
flate2 (rust),gzip / level 4,silesia,59.424277066898014,0.780777911041652,402.5059763868742,4.406868592134624,3.0397113250256993
flate2 (rust),deflate / level 5,canterbury,48.236994727902115,0.986064582766283,463.29359797652893,6.577398372916509,3.752440074493862
flate2 (rust),deflate / level 5,canterbury large,34.73866129567197,0.6170608151154501,389.4271239761909,6.742580523303619,3.3435988981191684
flate2 (rust),deflate / level 5,silesia,47.01501476579946,0.5440102079061108,414.65170934225205,5.843746691059559,3.0736704455295873
flate2 (rust),zlib / level 5,canterbury,46.19636323462768,0.42091053550243585,435.39803402672413,4.672412172775598,3.752410017341712
flate2 (rust),zlib / level 5,canterbury large,33.64745844771692,0.4101829079166609,359.8371368659093,14.009832690137829,3.343592887284529
flate2 (rust),zlib / level 5,silesia,46.90708959258232,0.7638971003546178,394.717589278465,7.054816466107982,3.073670178071463
flate2 (rust),gzip / level 5,canterbury,46.88854533439057,0.837275049369446,447.472216771829,6.948956557471067,3.7523499044819397
flate2 (rust),gzip / level 5,canterbury large,34.374651729226834,0.4066717743191175,379.80760824317,5.3580728054518625,3.3435808656800847
flate2 (rust),gzip / level 5,silesia,47.26063765047179,0.8549438186208733,409.85455483188514,6.458136146812809,3.0736696431553536
flate2 (rust),deflate / level 6,canterbury,22.614951734646336,1.1996423460296861,463.5929549454076,31.71996598335449,3.7990652310836346
flate2 (rust),deflate / level 6,canterbury large,14.840178367195778,0.2737014357927831,405.24560943122776,9.122271586936098,3.42251462840224
flate2 (rust),deflate / level 6,silesia,29.493999904464154,0.29994558431264007,433.91611864324585,2.703861566669809,3.111715428678231
flate2 (rust),zlib / level 6,canterbury,23.742027327852348,0.30835513553823024,453.9221608884993,13.31867891884207,3.7990344223564203
flate2 (rust),zlib / level 6,canterbury large,15.144855860311683,0.15283909451932326,390.63710919300235,3.4693201750960054,3.4225083304836663
flate2 (rust),zlib / level 6,silesia,29.141001904680433,0.3724571770481911,404.0425466827631,4.967768577481633,3.111715154558095
flate2 (rust),gzip / level 6,canterbury,23.355654370557463,0.3548869885420082,452.8206299658017,7.95577093429309,3.798972806401038
flate2 (rust),gzip / level 6,canterbury large,14.513818563770847,0.15453105930184213,384.998161182235,16.90328324172065,3.422495734716053
flate2 (rust),gzip / level 6,silesia,29.007840205830313,0.18463971034915339,408.9657865223428,8.436103019915643,3.1117146063179684
flate2 (rust),deflate / level 7,canterbury,18.250827959670342,0.2101778257315424,472.1206514549548,42.12102557331194,3.7831933089804917
flate2 (rust),deflate / level 7,canterbury large,8.172930692703584,0.0572082997545363,406.29037081827806,9.728785319488534,3.4461980587369343
flate2 (rust),deflate / level 7,silesia,23.030714738151804,0.295833755613089,432.80585571520504,4.456256216629718,3.1203269224667767
flate2 (rust),zlib / level 7,canterbury,17.47434076919474,0.18233947440022732,429.3060438115222,40.01083294774911,3.783162757142934
flate2 (rust),zlib / level 7,canterbury large,7.964937558602957,0.14289231487105009,374.88992564710094,17.640987299360503,3.4461916733550386
flate2 (rust),zlib / level 7,silesia,22.87916448850082,0.1899790794240415,398.2754937678339,9.522916449866285,3.1203266468273183
flate2 (rust),gzip / level 7,canterbury,17.345743926529444,0.3579998996453106,455.6130629426778,15.189879525546498,3.783101654948155
flate2 (rust),gzip / level 7,canterbury large,8.192528808098643,0.14810016088460548,398.22068199582077,11.740257490684446,3.446178902662235
flate2 (rust),gzip / level 7,silesia,23.275844795518587,0.23705685587411515,418.0839888306113,9.662511940097948,3.120326095548547
flate2 (rust),deflate / level 8,canterbury,13.615485182262121,0.14929848655401082,484.2415332307683,9.719449294194817,3.79026914192554
flate2 (rust),deflate / level 8,canterbury large,4.881989019382244,0.06813537260443081,408.9311188984593,6.959799235098672,3.473707081306262
flate2 (rust),deflate / level 8,silesia,18.91648875835181,0.17276735611590371,435.5262697377839,3.7589677926154534,3.124130140099322
flate2 (rust),zlib / level 8,canterbury,13.458584922157552,0.5093923596260204,452.22244648511605,15.146925876794601,3.790238475697324
flate2 (rust),zlib / level 8,canterbury large,4.897349197204795,0.02872034573154608,390.2185585930831,4.85653016780553,3.473700593575908
flate2 (rust),zlib / level 8,silesia,18.819919799767135,0.13851627402378563,402.61835933697836,10.9505308541525,3.1241298637875263
flate2 (rust),gzip / level 8,canterbury,13.661877382212863,0.12031950887100332,472.24605655440376,18.274282717621187,3.79017714472955
flate2 (rust),gzip / level 8,canterbury large,4.923148960456455,0.0420214805543753,399.2851786848904,18.757530376354797,3.473687618187902
flate2 (rust),gzip / level 8,silesia,18.851204652347395,0.14716496569326026,419.19330785771774,6.824304985313037,3.1241293111640815
flate2 (rust),deflate / level 9,canterbury,11.132710562378442,0.14214100120914633,482.56766425134447,14.073832221399101,3.7943982763927364
flate2 (rust),deflate / level 9,canterbury large,4.249215622548352,0.033679496657965206,406.2322877422383,11.801657102625471,3.486031952402834
flate2 (rust),deflate / level 9,silesia,17.248952495340145,0.15135837950647318,429.31113129490836,10.473752735315644,3.1259106023400474
flate2 (rust),zlib / level 9,canterbury,11.099476382036688,0.17682677233673702,445.41803736820043,34.13574826456804,3.794367543312571
flate2 (rust),zlib / level 9,canterbury large,4.275986346718523,0.03926730545965962,392.021213525157,10.915065310105824,3.486025418553326
flate2 (rust),zlib / level 9,silesia,17.259167112962487,0.19599966215963216,408.2348328893254,9.060741699331533,3.1259103257132184
flate2 (rust),gzip / level 9,canterbury,11.053021827516172,0.11627893298760406,458.9629032400649,34.39484246837452,3.79430607864577
flate2 (rust),gzip / level 9,canterbury large,4.241207920628071,0.04258958196620511,399.8473265479386,3.54407244307794,3.486012350927788
flate2 (rust),gzip / level 9,silesia,17.327051058130756,0.0972350400392245,421.42652669571123,3.215261376828201,3.125909772459707
flate2 (rust),deflate / level 10,canterbury,7.821271121969027,0.12687010066587798,487.66711576300656,16.614129929778173,3.7949925471473938
flate2 (rust),deflate / level 10,canterbury large,4.2304683650740955,0.02272088798336721,414.76622491905835,2.8310294712379496,3.487243315572358
flate2 (rust),deflate / level 10,silesia,14.790192822995078,0.09877757019505869,430.3571885638025,4.553091130737563,3.127514477468353
flate2 (rust),zlib / level 10,canterbury,7.817437345621273,0.039848120218775464,458.2639732010064,10.861805979075678,3.794961804439812
flate2 (rust),zlib / level 10,canterbury large,4.185641422262137,0.05706885618696375,394.07632215812555,5.2121612918911815,3.487236777181163
flate2 (rust),zlib / level 10,silesia,14.842568404212097,0.11174049213972194,408.9811971856754,9.390295261416396,3.127514200557582
flate2 (rust),gzip / level 10,canterbury,7.922404623563737,0.08248186650344609,475.0824248143991,22.71996377528882,3.7949003205188787
flate2 (rust),gzip / level 10,canterbury large,4.193665451924886,0.04764565202849778,403.3897158320012,5.015565470515999,3.4872237004723283
flate2 (rust),gzip / level 10,silesia,14.73392623131491,0.034931824898660514,414.9877231454539,7.896333724575935,3.1275136467361864
flate2 (zlib-ng),deflate / level 0,canterbury,5011.514994288971,1616.655419669453,9194.325425567367,2340.106813827387,0.9998488194936769
flate2 (zlib-ng),deflate / level 0,canterbury large,4026.688249202339,960.9010205267292,4551.36756926068,694.709140372651,0.9998476863830372
flate2 (zlib-ng),deflate / level 0,silesia,3393.8283885405276,145.1954561887232,4062.6979972877675,164.87829949114112,0.9998474554869945
flate2 (zlib-ng),zlib / level 0,canterbury,3309.303414968333,584.7530121385134,4906.723091051259,731.1670166887407,0.9998466855078676
flate2 (zlib-ng),zlib / level 0,canterbury large,3164.9901941195944,452.2321370901812,3298.1902851053546,271.66559211431394,0.9998471488877348
flate2 (zlib-ng),zlib / level 0,silesia,2607.7656491546704,138.69467293608244,3035.5165384165903,200.4539828658991,0.9998474271855431
flate2 (zlib-ng),gzip / level 0,canterbury,3582.3553993083747,636.5049408737042,5585.296987771945,665.0977580121188,0.9998424175635763
flate2 (zlib-ng),gzip / level 0,canterbury large,3137.1962237783996,240.8742571743426,3448.594641094458,353.7155715391467,0.9998460738988639
flate2 (zlib-ng),gzip / level 0,silesia,2574.8503027581583,87.70109562351404,3082.4207025317137,79.10821480838104,0.999847370582645
flate2 (zlib-ng),deflate / level 1,canterbury,292.71551634162597,3.766675657905491,517.011907844053,9.153950515641712,2.4433483834065552
flate2 (zlib-ng),deflate / level 1,canterbury large,253.4441553227499,1.570739820490599,438.28362266436795,5.690026598103796,1.9716733711384504
flate2 (zlib-ng),deflate / level 1,silesia,226.92889535605596,2.220447696530071,468.81182316672124,25.940396404199422,2.2516528893923193
flate2 (zlib-ng),zlib / level 1,canterbury,284.53232568231806,6.906300048268641,489.5236819746925,14.067948986065115,2.443335639801528
flate2 (zlib-ng),zlib / level 1,canterbury large,246.46996208855558,2.5737181201228427,425.39923979621744,3.1365109071369,1.9716712809921006
flate2 (zlib-ng),zlib / level 1,silesia,221.84858261296557,5.534423244112229,455.1007030665923,10.027155661509209,2.2516527458618567
flate2 (zlib-ng),gzip / level 1,canterbury,277.87394123344103,4.756815477753415,475.794137514982,12.092412626937108,2.4433101529902643
flate2 (zlib-ng),gzip / level 1,canterbury large,233.67357344646234,7.367222754503237,386.65854758391436,24.06710749660327,1.9716671007126954
flate2 (zlib-ng),gzip / level 1,silesia,223.25782945237108,2.422135207443448,461.5383322234624,4.594147212374912,2.251652458800986
flate2 (zlib-ng),deflate / level 2,canterbury,160.93151754971208,2.681929200952006,493.7504221456306,6.028732628905364,3.4326371053721054
flate2 (zlib-ng),deflate / level 2,canterbury large,126.01680893384255,2.7523155663298824,480.3917793735679,8.493085092623158,2.9728691783604506
flate2 (zlib-ng),deflate / level 2,silesia,126.02100184983755,1.8541366032291349,448.2873108242745,8.687305363697323,2.8149955875438812
flate2 (zlib-ng),zlib / level 2,canterbury,157.16369583552887,5.682891984930985,476.0393626571636,11.02227894240336,3.432611953148757
flate2 (zlib-ng),zlib / level 2,canterbury large,125.00329036878352,3.1730181033815588,467.4073485213857,6.74263162577988,2.972864426560846
flate2 (zlib-ng),zlib / level 2,silesia,123.73200085730154,2.3102738359047854,433.6824872091501,5.328043417945245,2.8149953632090896
flate2 (zlib-ng),gzip / level 2,canterbury,158.09801006072215,2.0966940288824643,476.4592911488109,7.231378464987494,3.4325616498078424
flate2 (zlib-ng),gzip / level 2,canterbury large,125.2896208318589,3.348451335471943,465.3427389543568,16.922938400133372,2.9728549230072088
flate2 (zlib-ng),gzip / level 2,silesia,123.99811704816955,0.9010795290550928,432.85513430134563,4.995805277301025,2.814994914539614
flate2 (zlib-ng),deflate / level 3,canterbury,120.39218879420655,3.0130481675078125,533.1786111149456,11.617923901949025,3.585416908497874
flate2 (zlib-ng),deflate / level 3,canterbury large,73.37178682385222,0.8626852253976702,564.8201358045646,8.705961995156411,3.1726941176203005
flate2 (zlib-ng),deflate / level 3,silesia,103.55741041585644,1.7610908107728063,465.8144708196518,5.63853719819569,2.9236846293486187
flate2 (zlib-ng),zlib / level 3,canterbury,120.75665056696297,1.072984222626035,519.0835543361736,6.8775853093430905,3.585389467507701
flate2 (zlib-ng),zlib / level 3,canterbury large,72.78192202663692,1.6100283089716008,537.7217613974775,21.420742257613938,3.1726887055568413
flate2 (zlib-ng),zlib / level 3,silesia,102.66285557141984,1.8804555272100894,443.79652148389386,12.25251464663756,2.9236843873559306
